Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.64,6.04,0.06,92.16,2.9234754,0.252444,0.0863507,21.77,2.07,0.02,31.52
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.63,5.96,0.08,88.66,2.898715,0.203603,0.0702391,20.92,2.06,0.03,30.59
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.3,6.03,0.06,91.74,2.9406082,0.249656,0.0848994,21.53,2.05,0.02,31.2
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.97,6.05,0.07,90.55,2.9310415,0.22827,0.0778802,21.14,2.06,0.02,30.89
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.42,6.13,0.07,92.93,2.9627725,0.260674,0.0879831,21.74,2.07,0.02,31.37
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",70.54,6.33,0.06,100.12,3.0685101,0.379991,0.1238357,22.99,2.06,0.02,32.63
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.21,5.99,0.05,90.72,2.9226478,0.227041,0.0776833,21.29,2.05,0.02,31.04
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.08,6.12,0.1,93.73,2.9673612,0.27946,0.094178,21.93,2.06,0.03,31.59
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.09,6.14,0.07,93.95,2.9773775,0.297069,0.0997754,21.86,2.06,0.02,31.55
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.75,6.02,0.06,91.03,2.9173424,0.245772,0.0842452,21.51,2.06,0.02,31.2
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.43,6.02,0.08,89.53,2.9202149,0.226178,0.0774525,21.04,2.06,0.03,30.66
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.77,6.07,0.06,85.13,3.0087996,0.307263,0.1021215,18.54,2.02,0.02,28.29
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.57,5.97,0.06,84.96,2.9415686,0.238993,0.0812468,19.23,2.03,0.02,28.88
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.89,5.84,0.06,84.7,2.8739281,0.180261,0.0627229,19.8,2.03,0.02,29.47
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.31,5.8,0.06,85.85,2.8457096,0.183612,0.0645224,20.49,2.04,0.02,30.17
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.31,5.86,0.07,85.9,2.8671521,0.176638,0.0616075,20.34,2.04,0.02,29.96
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.21,5.85,0.06,86.92,2.8705254,0.188201,0.0655633,20.63,2.04,0.02,30.28
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.55,5.84,0.07,88.28,2.8571712,0.193935,0.0678766,21.19,2.04,0.02,30.9
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.32,5.9,0.07,87.1,2.8831037,0.19015,0.0659532,20.58,2.05,0.02,30.21
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.38,5.97,0.07,88.61,2.9171489,0.203322,0.0696989,20.7,2.05,0.02,30.38
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.99,6.41,1.24,94.8,2.9712814,0.21154,0.0711949,21.87,2.16,0.42,31.91
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.01,5.98,0.46,90.51,2.8826292,0.209466,0.0726649,21.51,2.07,0.16,31.4
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.67,6.06,0.24,90.03,2.9276317,0.208464,0.0712057,21.06,2.07,0.08,30.75
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.65,5.95,0.07,89.76,2.8813349,0.211671,0.0734628,21.4,2.07,0.02,31.15
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.94,5.9,0.07,88.91,2.8766511,0.204523,0.0710976,21.18,2.05,0.02,30.91
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.36,6.25,1.26,92.11,2.9432676,0.198912,0.067582,21.19,2.12,0.43,31.3
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.77,6.03,0.11,91.13,2.9241933,0.235125,0.0804068,21.47,2.06,0.04,31.16
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.85,6.04,0.08,91.42,2.9372187,0.236633,0.0805636,21.4,2.06,0.03,31.12
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.48,6.01,0.07,90.83,2.9214386,0.228904,0.0783532,21.39,2.06,0.02,31.09
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.66,6.04,0.06,91.08,2.9385947,0.244328,0.0831445,21.32,2.06,0.02,30.99
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.98,5.93,0.06,89.0,2.8851991,0.206436,0.07155,21.14,2.06,0.02,30.85
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.58,5.97,0.07,90.86,2.8947001,0.227321,0.0785301,21.62,2.06,0.02,31.39
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.25,6.06,0.07,91.77,2.9444791,0.254656,0.0864859,21.48,2.06,0.02,31.17
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.51,5.93,0.07,88.56,2.8891744,0.208564,0.0721881,20.94,2.05,0.02,30.65
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.9,6.07,0.07,93.65,2.954343,0.282328,0.0955637,21.97,2.05,0.02,31.7
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.22,6.05,0.07,91.87,2.9420618,0.247516,0.0841301,21.49,2.06,0.02,31.23
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.84,6.05,0.06,91.19,2.9388161,0.24344,0.0828361,21.38,2.06,0.02,31.03
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.12,5.97,0.06,89.17,2.9061073,0.209521,0.0720968,21.03,2.05,0.02,30.68
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.59,6.06,0.06,94.13,2.9532571,0.289042,0.0978723,22.21,2.05,0.02,31.87
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",69.6,6.33,0.07,99.26,3.0622608,0.354187,0.1156619,22.73,2.07,0.02,32.41
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.91,6.09,0.06,92.74,2.9462192,0.242823,0.0824185,21.69,2.07,0.02,31.48
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.73,6.03,0.06,91.41,2.9414297,0.235638,0.08011,21.33,2.05,0.02,31.08
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.81,6.18,0.06,95.09,3.0062946,0.293156,0.0975141,21.89,2.06,0.02,31.63
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",67.69,6.24,0.07,97.16,3.0248787,0.321668,0.1063408,22.38,2.06,0.02,32.12
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.86,6.1,0.06,85.56,3.0208476,0.309566,0.1024765,18.49,2.02,0.02,28.32
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.27,5.9,0.07,85.69,2.9067033,0.213681,0.0735132,19.7,2.03,0.02,29.48
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.95,5.9,0.08,86.38,2.9003536,0.196263,0.0676686,19.98,2.03,0.03,29.78
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.48,5.84,0.07,85.53,2.8733414,0.16689,0.0580822,20.0,2.03,0.02,29.77
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.79,5.87,0.07,87.71,2.864133,0.184681,0.0644806,20.88,2.05,0.02,30.62
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.72,5.88,0.07,86.39,2.8659811,0.181521,0.0633364,20.49,2.05,0.02,30.14
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.82,5.87,0.06,86.62,2.8716595,0.170771,0.0594677,20.48,2.04,0.02,30.16
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.0,5.83,0.06,87.69,2.8588541,0.18222,0.0637388,20.99,2.04,0.02,30.67
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.3,5.92,0.06,88.5,2.8939121,0.195662,0.0676116,20.84,2.05,0.02,30.58
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.39,5.97,0.06,90.5,2.9230209,0.235527,0.0805766,21.34,2.04,0.02,30.96
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.31,5.83,0.07,87.96,2.8481479,0.193178,0.0678258,21.18,2.05,0.02,30.88
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.94,5.95,0.06,90.05,2.8964059,0.22777,0.0786388,21.39,2.05,0.02,31.09
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.15,5.96,0.08,89.37,2.9059485,0.206188,0.0709538,21.04,2.05,0.03,30.75
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.21,5.99,0.07,90.66,2.9254149,0.217325,0.0742886,21.27,2.05,0.02,30.99
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.18,6.06,0.06,92.97,2.9605399,0.26245,0.0886494,21.68,2.05,0.02,31.4
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.96,5.98,0.07,91.38,2.9177526,0.242816,0.0832202,21.58,2.05,0.02,31.32
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.79,5.95,0.06,88.94,2.8946446,0.205572,0.071018,21.0,2.06,0.02,30.73
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.87,6.01,0.07,91.34,2.9282685,0.239434,0.0817664,21.47,2.05,0.02,31.19
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.87,6.01,0.06,91.41,2.9142158,0.2284,0.0783744,21.57,2.06,0.02,31.37
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.25,6.12,0.06,94.32,2.9743291,0.273769,0.092044,21.94,2.06,0.02,31.71
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.09,6.01,0.06,91.7,2.9158315,0.235727,0.0808438,21.64,2.06,0.02,31.45
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.96,6.01,0.08,92.9,2.9208022,0.255267,0.0873962,21.9,2.06,0.03,31.81
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",67.11,6.15,0.06,96.31,2.988973,0.309096,0.1034121,22.45,2.06,0.02,32.22
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.73,6.09,0.07,94.5,2.9475956,0.260878,0.0885054,22.3,2.07,0.02,32.06
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.61,6.09,0.07,93.47,2.941779,0.24998,0.0849758,21.96,2.07,0.02,31.77
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",67.2,6.12,0.06,96.45,2.9649957,0.303176,0.1022517,22.66,2.06,0.02,32.53
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.12,5.97,0.05,91.51,2.9011954,0.243678,0.0839923,21.76,2.06,0.02,31.54
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.14,6.16,0.07,93.24,2.9824025,0.264738,0.0887667,21.51,2.07,0.02,31.26
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.43,5.96,0.07,90.91,2.8942078,0.220382,0.0761459,21.57,2.06,0.02,31.41
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.63,6.04,0.08,92.36,2.9356295,0.241313,0.0822014,21.68,2.06,0.03,31.46
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.65,6.04,0.06,91.47,2.9348542,0.226228,0.0770832,21.35,2.06,0.02,31.17
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",66.4,6.15,0.08,95.67,2.9826924,0.28878,0.0968186,22.26,2.06,0.03,32.08
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",70.2,6.28,0.06,100.06,3.0545644,0.360841,0.1181317,22.98,2.06,0.02,32.76
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.33,6.06,0.07,85.92,2.9993127,0.310785,0.1036187,18.78,2.02,0.02,28.65
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.23,5.92,0.07,86.02,2.917624,0.223654,0.0766562,19.62,2.03,0.02,29.48
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.02,5.87,0.08,86.19,2.8874589,0.192025,0.0665031,20.09,2.03,0.03,29.85
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.12,5.85,0.06,86.16,2.8746439,0.182611,0.0635247,20.22,2.04,0.02,29.97
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.84,5.82,0.06,86.6,2.8510555,0.175881,0.0616898,20.64,2.04,0.02,30.37
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.23,5.88,0.07,87.18,2.8787356,0.185607,0.0644752,20.58,2.04,0.02,30.28
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.4,5.84,0.07,88.13,2.8616567,0.206567,0.0721844,21.11,2.04,0.02,30.8
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.81,5.84,0.07,87.61,2.8546723,0.175539,0.0614918,20.95,2.05,0.02,30.69
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.46,5.92,0.08,88.64,2.8979302,0.202041,0.0697191,20.86,2.04,0.03,30.59
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.1,6.01,0.07,89.56,2.9290999,0.212622,0.0725895,20.86,2.05,0.02,30.58
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.02,5.96,0.06,90.33,2.9019044,0.222538,0.0766869,21.37,2.05,0.02,31.13
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.51,5.84,0.07,88.44,2.8509766,0.19828,0.0695481,21.22,2.05,0.02,31.02
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.25,5.95,0.08,89.53,2.9007264,0.204972,0.0706623,21.12,2.05,0.03,30.86
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.38,6.03,0.07,91.97,2.9475758,0.256123,0.0868928,21.5,2.05,0.02,31.2
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.24,5.97,0.06,89.57,2.9144367,0.204733,0.0702479,21.01,2.05,0.02,30.73
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.93,5.92,0.08,88.74,2.8911386,0.20952,0.0724697,21.07,2.05,0.03,30.69
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.89,6.01,0.07,90.21,2.9225916,0.216474,0.0740692,21.18,2.06,0.02,30.87
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.39,5.92,0.06,89.49,2.8960691,0.216388,0.0747178,21.2,2.04,0.02,30.9
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.8,6.04,0.07,92.29,2.9305021,0.252408,0.0861313,21.77,2.06,0.02,31.49
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",66.68,6.08,0.06,95.5,2.9710633,0.306264,0.1030823,22.44,2.05,0.02,32.14
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.21,5.96,0.07,90.39,2.9079983,0.216641,0.0744983,21.39,2.05,0.02,31.08
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.9,6.01,0.07,91.06,2.925003,0.247073,0.0844693,21.5,2.05,0.02,31.13
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.41,6.27,0.07,93.84,3.0610617,0.282405,0.0922572,21.04,2.05,0.02,30.66
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.14,6.07,0.06,92.73,2.9530785,0.259123,0.0877467,21.72,2.06,0.02,31.4
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.02,6.02,0.07,89.22,2.9341357,0.215072,0.0732999,20.8,2.05,0.02,30.41
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.53,6.11,0.09,92.27,2.9679828,0.254347,0.0856969,21.41,2.06,0.03,31.09
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",66.33,6.19,0.07,95.36,3.0096896,0.30662,0.1018776,22.04,2.06,0.02,31.68
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.55,6.04,0.07,91.1,2.9358403,0.23483,0.0799873,21.31,2.06,0.02,31.03
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.87,6.02,0.07,90.24,2.9327851,0.231317,0.0788728,21.1,2.05,0.02,30.77
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.08,6.02,0.06,91.39,2.9239522,0.251159,0.0858971,21.57,2.06,0.02,31.26
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.24,5.95,0.06,91.25,2.8881919,0.246607,0.0853846,21.9,2.06,0.02,31.59
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",66.73,6.19,0.06,95.69,3.0091038,0.31186,0.1036388,22.18,2.06,0.02,31.8
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",63.46,6.08,0.07,92.13,2.9534355,0.244705,0.0828544,21.49,2.06,0.02,31.19
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.08,6.01,0.07,85.35,2.9748794,0.308969,0.1038593,18.85,2.02,0.02,28.69
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.61,5.83,0.08,84.67,2.8746857,0.218062,0.0758559,19.69,2.03,0.03,29.45
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.65,5.85,0.09,85.77,2.8747319,0.214642,0.074665,20.05,2.03,0.03,29.84
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.57,5.82,0.08,86.4,2.8565928,0.185586,0.0649676,20.5,2.04,0.03,30.25
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.29,5.87,0.08,87.34,2.8663295,0.174502,0.06088,20.68,2.05,0.03,30.47
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.66,5.82,0.07,87.63,2.853188,0.184797,0.0647686,20.91,2.04,0.02,30.71
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.48,5.92,0.08,88.59,2.8939665,0.203858,0.0704424,20.9,2.05,0.03,30.61
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.51,5.88,0.07,88.47,2.8701222,0.19441,0.0677358,21.08,2.05,0.02,30.82
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.74,5.87,0.06,88.69,2.8656753,0.193046,0.0673649,21.2,2.05,0.02,30.95
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.82,5.94,0.08,88.96,2.8979942,0.197798,0.0682534,20.99,2.05,0.03,30.7
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.96,5.96,0.07,89.23,2.9112647,0.206204,0.0708297,20.94,2.05,0.02,30.65
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.91,5.93,0.07,89.1,2.8941071,0.197664,0.0682988,21.05,2.05,0.02,30.79
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.37,5.97,0.06,89.66,2.9146019,0.212181,0.0727993,21.06,2.05,0.02,30.76
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.79,5.99,0.07,90.01,2.9146058,0.218646,0.0750173,21.2,2.06,0.02,30.88
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.65,5.97,0.08,89.85,2.9095343,0.222407,0.0764408,21.19,2.05,0.03,30.88
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.97,6.09,0.08,93.88,2.9733772,0.275447,0.0926378,21.85,2.05,0.03,31.57
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.65,5.98,0.07,90.08,2.9166794,0.225371,0.0772697,21.14,2.05,0.02,30.88
