Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.88,5.74,0.07,82.69,2.8190611,0.096736,0.034315,19.47,2.04,0.02,29.33
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",72.42,7.77,0.77,111.08,3.8525248,1.13335,0.2941837,18.8,2.02,0.2,28.83
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",64.73,6.74,0.77,97.41,3.2639134,0.502313,0.153899,19.83,2.07,0.24,29.84
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.18,5.95,0.09,88.69,2.9044527,0.217002,0.0747136,20.72,2.05,0.03,30.54
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.36,5.74,0.06,83.88,2.8131404,0.129202,0.045928,20.03,2.04,0.02,29.82
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.55,5.69,0.08,82.8,2.7946571,0.118805,0.0425115,19.88,2.04,0.03,29.63
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.33,5.69,0.07,82.73,2.7817758,0.102861,0.0369767,19.89,2.05,0.03,29.74
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.31,5.66,0.07,82.53,2.7647205,0.090904,0.03288,20.01,2.05,0.03,29.85
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.86,5.63,0.08,81.84,2.7454747,0.081269,0.0296011,19.98,2.05,0.03,29.81
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.52,5.66,0.07,81.74,2.7771684,0.087911,0.0316549,19.63,2.04,0.03,29.43
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.5,5.68,0.07,82.92,2.7933204,0.093091,0.0333263,19.87,2.03,0.03,29.69
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.11,5.68,0.06,82.42,2.7836172,0.087721,0.0315133,19.8,2.04,0.02,29.61
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.23,5.73,0.08,82.85,2.8043996,0.104525,0.0372718,19.69,2.04,0.03,29.54
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.37,5.74,0.07,84.81,2.8033804,0.129512,0.0461985,20.46,2.05,0.02,30.25
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.55,5.71,0.07,82.97,2.8006408,0.10001,0.0357097,19.83,2.04,0.02,29.63
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.98,5.64,0.08,82.12,2.7611429,0.09278,0.033602,19.91,2.04,0.03,29.74
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.81,5.66,0.08,81.94,2.7676046,0.09122,0.0329599,19.8,2.05,0.03,29.61
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.13,5.71,0.06,82.52,2.8028619,0.091128,0.0325125,19.67,2.04,0.02,29.44
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.54,5.72,0.06,83.11,2.8132332,0.100519,0.0357308,19.74,2.03,0.02,29.54
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.06,5.69,0.07,84.58,2.7947611,0.130414,0.0466637,20.42,2.04,0.03,30.26
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.82,5.9,0.06,89.08,2.8916037,0.191882,0.0663583,21.03,2.04,0.02,30.81
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.17,5.65,0.06,82.35,2.770654,0.10051,0.0362766,19.91,2.04,0.02,29.72
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.33,5.66,0.07,82.52,2.7752939,0.088893,0.0320301,19.94,2.04,0.03,29.73
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.27,5.67,0.07,82.53,2.7799065,0.091455,0.0328986,19.88,2.04,0.03,29.69
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.08,5.71,0.07,82.46,2.8022428,0.094308,0.0336545,19.66,2.04,0.02,29.43
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.73,5.67,0.09,81.83,2.7787493,0.087849,0.0316146,19.7,2.04,0.03,29.45
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.17,5.67,0.07,83.44,2.784181,0.106924,0.0384041,20.17,2.04,0.03,29.97
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.0,5.74,0.07,83.47,2.8087312,0.105872,0.0376939,19.94,2.04,0.02,29.72
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.55,5.78,0.07,83.98,2.8327206,0.120479,0.0425312,19.96,2.04,0.02,29.65
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.83,5.67,0.07,81.89,2.7691585,0.096134,0.034716,19.8,2.05,0.03,29.57
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.5,5.7,0.08,81.46,2.7875772,0.094334,0.0338409,19.55,2.04,0.03,29.22
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.09,5.65,0.06,82.07,2.7672486,0.101123,0.0365428,19.91,2.04,0.02,29.66
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.41,5.76,0.07,82.8,2.8082696,0.102647,0.0365517,19.73,2.05,0.02,29.48
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.34,5.7,0.07,82.59,2.7893925,0.099639,0.0357207,19.84,2.04,0.03,29.61
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",70.86,7.57,0.07,108.67,3.8013219,1.109154,0.2917811,18.64,1.99,0.02,28.59
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.72,6.52,0.08,97.17,3.2088456,0.511957,0.1595455,20.48,2.03,0.02,30.28
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.91,5.99,0.09,89.69,2.933799,0.239258,0.0815523,20.76,2.04,0.03,30.57
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.7,5.77,0.07,84.41,2.8305269,0.13108,0.0463094,20.03,2.04,0.02,29.82
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.22,5.72,0.07,83.84,2.8092375,0.122759,0.0436983,20.01,2.04,0.02,29.84
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.97,5.68,0.07,82.25,2.7851539,0.097381,0.0349643,19.74,2.04,0.03,29.53
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.94,5.68,0.06,83.32,2.7869138,0.109624,0.0393353,20.07,2.04,0.02,29.9
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.92,5.68,0.06,82.03,2.77245,0.091684,0.0330697,19.81,2.05,0.02,29.59
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.05,5.64,0.08,82.13,2.7558128,0.090793,0.032946,19.98,2.05,0.03,29.8
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.51,5.67,0.09,83.74,2.7792614,0.109478,0.039391,20.33,2.04,0.03,30.13
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.0,5.7,0.07,82.4,2.7909559,0.099792,0.0357555,19.71,2.04,0.03,29.52
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.17,6.31,1.6,90.04,2.8793822,0.105467,0.0366283,20.9,2.19,0.56,31.27
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.34,5.66,0.12,82.49,2.7621997,0.093144,0.033721,20.03,2.05,0.04,29.86
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.18,5.73,0.07,83.65,2.8098685,0.116784,0.0415621,19.99,2.04,0.02,29.77
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.36,5.78,0.07,83.09,2.8386517,0.103426,0.0364349,19.5,2.04,0.02,29.27
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.99,5.79,0.07,82.73,2.8465593,0.103692,0.0364271,19.32,2.03,0.02,29.06
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.74,5.64,0.06,81.68,2.7649461,0.102114,0.0369316,19.8,2.04,0.02,29.54
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.15,5.66,0.08,82.3,2.7673167,0.09486,0.0342787,19.93,2.05,0.03,29.74
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.58,5.75,0.17,82.81,2.7839844,0.093115,0.0334467,19.96,2.07,0.06,29.75
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.88,6.45,1.79,91.06,2.8855259,0.090515,0.0313686,21.1,2.24,0.62,31.56
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.32,5.95,0.79,84.85,2.8450691,0.0941,0.0330748,19.8,2.09,0.28,29.82
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.3,5.75,0.09,84.6,2.7993535,0.132141,0.0472041,20.47,2.05,0.03,30.22
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.82,5.71,0.06,82.12,2.7964769,0.094475,0.0337836,19.6,2.04,0.02,29.37
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.21,5.75,0.06,82.69,2.7980019,0.088481,0.0316229,19.73,2.06,0.02,29.55
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.22,5.73,0.07,82.73,2.7996069,0.092639,0.03309,19.72,2.05,0.03,29.55
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.46,5.76,0.06,85.24,2.8171354,0.138067,0.0490097,20.4,2.04,0.02,30.26
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.6,5.81,0.09,84.39,2.8233304,0.097296,0.0344614,20.05,2.06,0.03,29.89
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.34,5.69,0.07,82.78,2.7839946,0.092816,0.0333391,19.88,2.04,0.03,29.73
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.88,5.7,0.07,82.12,2.7818279,0.101035,0.0363196,19.73,2.05,0.03,29.52
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.67,5.77,0.06,82.07,2.817478,0.100124,0.0355367,19.4,2.05,0.02,29.13
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.04,5.71,0.07,82.34,2.7937785,0.094886,0.0339633,19.7,2.04,0.03,29.47
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.77,5.69,0.07,81.81,2.7852474,0.096117,0.0345093,19.66,2.04,0.03,29.37
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.24,5.7,0.06,82.55,2.7851927,0.08826,0.031689,19.83,2.05,0.02,29.64
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",70.67,7.61,0.06,108.23,3.8177412,1.111946,0.2912576,18.51,1.99,0.02,28.35
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",62.96,6.43,0.08,94.14,3.1780647,0.492734,0.1550422,19.81,2.02,0.03,29.62
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.62,6.02,0.08,89.41,2.9403062,0.270486,0.0919925,20.62,2.05,0.03,30.41
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.71,5.69,0.08,82.79,2.7759476,0.116905,0.0421135,20.07,2.05,0.03,29.82
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.61,5.74,0.08,83.11,2.8178466,0.118159,0.0419324,19.73,2.04,0.03,29.49
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.86,5.63,0.06,82.06,2.7580629,0.085358,0.0309485,19.89,2.04,0.02,29.75
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.72,5.7,0.06,82.03,2.7900557,0.089377,0.0320341,19.61,2.04,0.02,29.4
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.23,5.71,0.07,82.62,2.8061582,0.10775,0.0383977,19.68,2.03,0.02,29.44
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.44,5.72,0.06,82.78,2.8060559,0.096107,0.0342499,19.76,2.04,0.02,29.5
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.6,5.69,0.06,81.82,2.79151,0.089121,0.0319257,19.56,2.04,0.02,29.31
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.57,5.7,0.08,82.96,2.7853185,0.087635,0.0314632,19.95,2.05,0.03,29.78
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.08,5.81,0.06,84.85,2.8437983,0.132378,0.0465497,20.07,2.04,0.02,29.84
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.53,5.83,0.07,82.51,2.8655705,0.089542,0.0312475,19.03,2.03,0.02,28.79
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.29,5.7,0.08,82.68,2.7809342,0.089585,0.032214,19.88,2.05,0.03,29.73
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.7,5.71,0.08,83.03,2.7883088,0.093458,0.0335178,19.98,2.05,0.03,29.78
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.07,5.8,0.07,84.84,2.8369785,0.129727,0.0457272,20.12,2.04,0.02,29.91
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.19,5.69,0.07,82.32,2.7849053,0.10692,0.0383927,19.82,2.04,0.03,29.56
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.35,5.73,0.07,83.77,2.785369,0.091911,0.0329978,20.23,2.06,0.03,30.08
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",59.19,5.85,0.07,87.25,2.8566981,0.147986,0.0518032,20.72,2.05,0.02,30.54
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.75,5.74,0.06,84.18,2.7877399,0.106366,0.0381549,20.36,2.06,0.02,30.2
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.8,5.79,0.08,84.57,2.8120151,0.090854,0.0323092,20.2,2.06,0.03,30.07
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.5,5.74,0.07,84.04,2.7995247,0.102995,0.0367902,20.18,2.05,0.03,30.02
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.2,5.72,0.07,83.7,2.7924842,0.094104,0.033699,20.13,2.05,0.03,29.97
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.58,5.81,0.07,84.42,2.8437338,0.099318,0.0349252,19.9,2.04,0.02,29.69
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.11,5.73,0.08,83.46,2.782893,0.101324,0.0364096,20.16,2.06,0.03,29.99
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.2,5.75,0.06,83.52,2.8083283,0.098069,0.0349208,20.01,2.05,0.02,29.74
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.54,5.79,0.07,84.17,2.8186195,0.09585,0.034006,20.06,2.05,0.02,29.86
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.1,5.75,0.09,84.71,2.7903083,0.098949,0.0354617,20.46,2.06,0.03,30.36
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.86,5.76,0.06,84.52,2.7996534,0.095706,0.0341849,20.31,2.06,0.02,30.19
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.82,5.77,0.07,84.45,2.8198212,0.1046,0.0370946,20.15,2.05,0.02,29.95
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.13,5.78,0.07,84.85,2.8138936,0.108027,0.0383906,20.3,2.05,0.02,30.15
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.99,5.83,0.06,84.73,2.8252711,0.094143,0.0333218,20.17,2.06,0.02,29.99
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.68,5.81,0.06,84.42,2.8252223,0.098304,0.0347951,20.06,2.06,0.02,29.88
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",72.74,7.63,0.06,110.6,3.8184476,1.112873,0.2914465,19.05,2.0,0.02,28.96
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",65.82,6.49,0.07,96.68,3.1772485,0.463849,0.1459908,20.72,2.04,0.02,30.43
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",61.86,6.11,0.08,90.91,2.9793394,0.266623,0.0894906,20.76,2.05,0.03,30.51
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",58.5,5.86,0.07,86.58,2.8598343,0.143362,0.0501295,20.46,2.05,0.02,30.27
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.23,5.73,0.07,84.82,2.7982202,0.112189,0.040093,20.45,2.05,0.03,30.31
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",57.25,5.8,0.07,85.02,2.8269889,0.125219,0.0442941,20.25,2.05,0.02,30.07
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.09,5.74,0.08,83.57,2.7998765,0.085559,0.0305581,20.03,2.05,0.03,29.85
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.96,5.8,0.06,83.53,2.8284839,0.094659,0.0334663,19.78,2.05,0.02,29.53
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.11,5.74,0.06,83.44,2.8026101,0.102234,0.0364781,20.02,2.05,0.02,29.77
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.81,5.74,0.07,83.03,2.8087441,0.101044,0.0359748,19.87,2.04,0.02,29.56
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.0,5.68,0.07,82.11,2.7727273,0.093899,0.0338652,19.84,2.05,0.03,29.61
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.47,5.69,0.06,81.67,2.7916014,0.086182,0.0308719,19.51,2.04,0.02,29.26
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.47,5.7,0.06,82.77,2.7864949,0.099844,0.0358314,19.91,2.05,0.02,29.7
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.1,5.73,0.05,82.48,2.803635,0.087225,0.0311114,19.65,2.04,0.02,29.42
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.06,5.71,0.07,82.1,2.7914306,0.097731,0.0350111,19.72,2.05,0.03,29.41
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.44,5.69,0.06,81.68,2.791228,0.086197,0.0308814,19.5,2.04,0.02,29.26
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.6,5.76,0.06,83.95,2.8101416,0.104513,0.0371914,20.14,2.05,0.02,29.87
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.67,5.73,0.06,81.8,2.8079988,0.091019,0.0324142,19.47,2.04,0.02,29.13
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",54.66,5.72,0.06,81.9,2.8049181,0.08916,0.031787,19.49,2.04,0.02,29.2
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.15,5.76,0.07,83.71,2.809591,0.116721,0.0415438,19.99,2.05,0.02,29.79
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.84,5.8,0.07,84.45,2.8324944,0.106623,0.0376428,20.07,2.05,0.02,29.81
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.99,5.75,0.07,84.45,2.8098014,0.102242,0.0363876,20.28,2.05,0.02,30.06
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.9,5.65,0.08,82.65,2.7465025,0.086381,0.0314513,20.35,2.06,0.03,30.09
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",56.05,5.72,0.08,83.07,2.7822414,0.104361,0.0375097,20.15,2.06,0.03,29.86
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",60.87,5.97,0.06,89.21,2.9307823,0.196129,0.0669204,20.77,2.04,0.02,30.44
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 100, :n-relations 50, :n-queries 10, :password-work-factor 5",55.8,5.78,0.07,82.97,2.8092517,0.086805,0.0308997,19.86,2.06,0.02,29.53
