Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.59,1.21,0.02,52.44,2.6716919,0.186531,0.0698176,19.31,0.45,0.01,19.63
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.56,1.19,0.02,48.39,2.6146731,0.104655,0.040026,18.19,0.46,0.01,18.51
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.28,1.18,0.02,49.12,2.6157504,0.113082,0.0432312,18.46,0.45,0.01,18.78
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.65,1.22,0.02,53.51,2.6957522,0.196617,0.0729359,19.53,0.45,0.01,19.85
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.75,1.21,0.02,49.61,2.6926895,0.146068,0.0542461,18.1,0.45,0.01,18.42
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.74,1.2,0.02,50.58,2.6506519,0.137131,0.0517348,18.77,0.45,0.01,19.08
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.87,1.18,0.02,45.72,2.6784305,0.147188,0.0549531,16.75,0.44,0.01,17.07
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.07,1.17,0.02,45.9,2.613705,0.105145,0.0402283,17.24,0.45,0.01,17.56
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.71,1.17,0.02,46.53,2.6108206,0.089972,0.0344612,17.51,0.45,0.01,17.82
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.1,1.17,0.02,46.94,2.6086284,0.084366,0.0323411,17.67,0.45,0.01,17.99
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.5,1.18,0.02,46.33,2.6243146,0.071744,0.0273382,17.34,0.45,0.01,17.65
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.71,1.18,0.02,47.54,2.6281118,0.092097,0.035043,17.77,0.45,0.01,18.09
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.83,1.16,0.02,47.65,2.5731841,0.085475,0.0332176,18.2,0.45,0.01,18.52
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.89,1.17,0.02,47.71,2.6080149,0.092083,0.0353077,17.98,0.45,0.01,18.29
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.93,1.18,0.02,47.76,2.6166279,0.12173,0.0465217,17.94,0.45,0.01,18.25
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.88,1.18,0.02,47.7,2.6208916,0.097965,0.0373785,17.89,0.45,0.01,18.2
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.78,1.17,0.01,47.58,2.5962618,0.089303,0.0343968,18.02,0.45,0.0,18.33
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.27,1.18,0.03,48.09,2.6000161,0.105285,0.040494,18.18,0.45,0.01,18.5
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.16,1.19,0.02,48.0,2.6297601,0.093668,0.0356185,17.93,0.45,0.01,18.25
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.91,1.2,0.01,50.75,2.6881933,0.151158,0.0562303,18.57,0.45,0.0,18.88
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.07,1.17,0.01,47.88,2.5941793,0.096753,0.0372962,18.14,0.45,0.0,18.46
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.49,1.19,0.02,48.35,2.6453696,0.104262,0.039413,17.95,0.45,0.01,18.28
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.29,1.19,0.01,49.13,2.6268641,0.11675,0.0444446,18.38,0.45,0.0,18.7
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.99,1.18,0.02,48.8,2.6116899,0.111169,0.0425659,18.38,0.45,0.01,18.69
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.13,1.19,0.02,47.98,2.6197021,0.100251,0.0382681,17.99,0.45,0.01,18.32
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.09,1.19,0.02,49.94,2.6377029,0.141071,0.0534825,18.61,0.45,0.01,18.93
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.47,1.18,0.03,48.29,2.6071202,0.096554,0.0370347,18.21,0.45,0.01,18.52
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.47,1.21,0.02,49.31,2.6898106,0.124612,0.0463274,18.02,0.45,0.01,18.33
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.27,1.2,0.02,49.1,2.6469743,0.112459,0.0424859,18.24,0.45,0.01,18.55
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.11,1.2,0.01,50.95,2.6514078,0.144758,0.0545967,18.9,0.45,0.0,19.22
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.6,1.2,0.02,50.45,2.6710244,0.138906,0.0520048,18.57,0.45,0.01,18.89
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.13,1.21,0.02,50.97,2.681373,0.157282,0.0586573,18.7,0.45,0.01,19.01
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.16,1.21,0.02,48.99,2.6470804,0.096634,0.0365059,18.19,0.46,0.01,18.51
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.25,1.21,0.02,50.09,2.6766999,0.138771,0.0518441,18.4,0.45,0.01,18.71
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.91,1.19,0.01,48.75,2.6473672,0.108331,0.0409203,18.1,0.45,0.0,18.41
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.52,1.19,0.02,50.35,2.6330901,0.148708,0.0564766,18.81,0.45,0.01,19.12
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.8,1.21,0.03,51.65,2.6989473,0.163032,0.0604058,18.82,0.45,0.01,19.14
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.88,1.19,0.01,49.71,2.6462525,0.123971,0.0468478,18.47,0.45,0.0,18.79
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.15,1.2,0.01,47.99,2.6482062,0.105678,0.0399055,17.8,0.45,0.0,18.12
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.45,1.18,0.03,46.3,2.6627181,0.14653,0.0550302,17.07,0.44,0.01,17.39
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.6,1.18,0.03,46.44,2.6312577,0.105932,0.0402591,17.33,0.45,0.01,17.65
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.7,1.16,0.01,46.52,2.600435,0.085761,0.0329795,17.57,0.45,0.0,17.89
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.62,1.18,0.02,47.46,2.6248857,0.089494,0.0340944,17.76,0.45,0.01,18.08
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.89,1.17,0.02,46.73,2.6092929,0.073308,0.028095,17.59,0.45,0.01,17.91
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.15,1.17,0.02,47.98,2.6014646,0.094345,0.0362661,18.12,0.45,0.01,18.44
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.16,1.17,0.02,47.99,2.5999383,0.081301,0.0312704,18.14,0.45,0.01,18.46
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.12,1.18,0.02,47.95,2.6208547,0.091725,0.0349981,17.98,0.45,0.01,18.3
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.03,1.18,0.02,47.85,2.6128024,0.088996,0.0340615,18.0,0.45,0.01,18.31
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.04,1.17,0.02,47.85,2.5961145,0.089618,0.03452,18.12,0.45,0.01,18.43
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.16,1.17,0.03,47.98,2.6014995,0.091913,0.0353308,18.13,0.45,0.01,18.44
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.48,1.19,0.01,48.33,2.6346944,0.100535,0.0381581,18.02,0.45,0.0,18.34
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.97,1.18,0.02,47.81,2.6237691,0.093049,0.0354639,17.9,0.45,0.01,18.22
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.05,1.18,0.02,48.88,2.6128872,0.102157,0.0390974,18.39,0.45,0.01,18.71
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.56,1.18,0.02,48.36,2.6097491,0.09516,0.0364633,18.22,0.45,0.01,18.53
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.27,1.19,0.01,48.1,2.6608787,0.101579,0.038175,17.76,0.45,0.0,18.08
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.54,1.19,0.02,48.38,2.6314969,0.111253,0.0422775,18.07,0.45,0.01,18.38
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.16,1.2,0.02,47.99,2.661824,0.101339,0.0380713,17.72,0.45,0.01,18.03
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.2,1.17,0.02,48.03,2.5809553,0.098237,0.0380623,18.29,0.45,0.01,18.61
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.9,1.21,0.02,48.75,2.6782548,0.111135,0.0414953,17.88,0.45,0.01,18.2
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.98,1.21,0.03,49.85,2.6982159,0.146135,0.0541599,18.15,0.45,0.01,18.48
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.53,1.22,0.01,51.39,2.7225629,0.165025,0.0606138,18.56,0.45,0.0,18.88
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.54,1.2,0.02,49.38,2.6497097,0.122071,0.0460696,18.32,0.45,0.01,18.64
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.58,1.19,0.03,49.44,2.6228179,0.127793,0.0487236,18.52,0.45,0.01,18.85
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.82,1.21,0.02,48.64,2.6663779,0.115768,0.0434177,17.93,0.45,0.01,18.24
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.93,1.2,0.02,49.77,2.6511817,0.132119,0.049834,18.46,0.45,0.01,18.77
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.53,1.22,0.02,51.36,2.7288929,0.171074,0.0626899,18.52,0.45,0.01,18.82
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.79,1.2,0.02,48.63,2.6708261,0.122191,0.0457503,17.89,0.45,0.01,18.21
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.49,1.2,0.02,48.33,2.6401614,0.104229,0.0394783,17.99,0.45,0.01,18.31
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.37,1.2,0.01,48.2,2.6699619,0.108596,0.0406732,17.74,0.45,0.0,18.05
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.26,1.19,0.01,48.1,2.6420641,0.112004,0.0423926,17.89,0.45,0.0,18.21
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.24,1.2,0.02,49.09,2.6588257,0.118698,0.044643,18.14,0.45,0.01,18.46
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.19,1.19,0.02,49.02,2.6114433,0.110935,0.0424803,18.45,0.46,0.01,18.77
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.99,1.17,0.01,45.81,2.6470808,0.147008,0.0555359,17.0,0.44,0.0,17.31
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.05,1.16,0.02,45.88,2.5938321,0.102124,0.0393719,17.37,0.45,0.01,17.69
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.16,1.16,0.02,45.96,2.577703,0.07331,0.02844,17.52,0.45,0.01,17.83
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.59,1.17,0.02,47.42,2.6158302,0.080156,0.0306427,17.81,0.45,0.01,18.13
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.44,1.17,0.03,47.26,2.5908817,0.083521,0.0322365,17.92,0.45,0.01,18.24
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.06,1.18,0.02,46.9,2.6137622,0.097028,0.037122,17.62,0.45,0.01,17.94
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.4,1.19,0.02,48.24,2.6694145,0.112717,0.0422254,17.76,0.45,0.01,18.07
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.06,1.19,0.02,47.9,2.6657188,0.09742,0.0365455,17.65,0.45,0.01,17.97
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.2,1.16,0.01,47.02,2.580434,0.08091,0.0313552,17.9,0.45,0.0,18.22
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.8,1.17,0.02,48.61,2.597866,0.107833,0.0415083,18.4,0.45,0.01,18.71
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.6,1.19,0.01,47.44,2.6541112,0.093371,0.0351798,17.56,0.45,0.0,17.87
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.45,1.18,0.01,48.26,2.6222824,0.109267,0.0416687,18.09,0.45,0.0,18.4
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.83,1.18,0.02,48.66,2.6231105,0.108527,0.0413734,18.23,0.45,0.01,18.55
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.61,1.19,0.03,48.44,2.627912,0.096159,0.0365914,18.12,0.45,0.01,18.43
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.24,1.17,0.02,48.06,2.5969362,0.098785,0.0380391,18.19,0.45,0.01,18.51
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.46,1.19,0.02,48.3,2.610252,0.102306,0.0391939,18.18,0.46,0.01,18.5
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.56,1.18,0.02,48.41,2.5954461,0.098475,0.0379415,18.32,0.45,0.01,18.65
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.79,1.2,0.02,50.64,2.6525182,0.147465,0.0555943,18.77,0.45,0.01,19.09
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.81,1.2,0.02,48.66,2.686286,0.13354,0.0497118,17.8,0.45,0.01,18.11
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.2,0.01,47.87,2.6563348,0.106177,0.0399712,17.71,0.45,0.0,18.02
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.35,1.19,0.03,48.2,2.6285179,0.100176,0.0381112,18.01,0.45,0.01,18.34
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.15,1.18,0.02,48.98,2.6125672,0.116331,0.0445275,18.43,0.45,0.01,18.75
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.33,1.19,0.02,48.17,2.6263593,0.101312,0.0385751,18.02,0.45,0.01,18.34
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.94,1.19,0.02,49.78,2.632645,0.1203,0.0456955,18.59,0.45,0.01,18.91
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.06,1.19,0.01,48.87,2.6280839,0.110616,0.04209,18.29,0.45,0.0,18.6
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.82,1.19,0.03,48.67,2.6294003,0.117149,0.0445535,18.19,0.45,0.01,18.51
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.92,1.22,0.02,50.79,2.7145977,0.160262,0.0590371,18.39,0.45,0.01,18.71
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.86,1.55,0.55,54.27,2.6500832,0.088463,0.0333812,19.95,0.58,0.21,20.48
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.68,1.32,0.23,50.75,2.6857466,0.117997,0.0439345,18.5,0.49,0.09,18.9
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.53,1.27,0.13,52.51,2.7091349,0.176084,0.0649964,19.02,0.47,0.05,19.38
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.05,1.2,0.02,50.89,2.6477234,0.158392,0.059822,18.9,0.45,0.01,19.22
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.39,1.2,0.02,48.21,2.6479814,0.105851,0.0399742,17.9,0.45,0.01,18.21
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.93,1.21,0.01,51.77,2.6941297,0.18218,0.0676211,18.9,0.45,0.0,19.22
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.69,1.17,0.02,45.53,2.6482512,0.146842,0.0554487,16.88,0.44,0.01,17.19
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",44.7,1.15,0.02,45.52,2.5607379,0.088696,0.0346369,17.46,0.45,0.01,17.78
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.5,1.17,0.02,46.33,2.6057038,0.083945,0.0322159,17.46,0.45,0.01,17.78
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.27,1.17,0.02,47.12,2.6092128,0.082011,0.0314313,17.73,0.45,0.01,18.06
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",45.49,1.18,0.02,46.32,2.6290589,0.093799,0.0356778,17.3,0.45,0.01,17.62
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.17,1.16,0.03,46.99,2.5817851,0.092227,0.0357222,17.88,0.45,0.01,18.2
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.31,1.16,0.02,47.14,2.5693518,0.079903,0.0310985,18.02,0.45,0.01,18.35
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.42,1.19,0.01,47.26,2.6464508,0.09043,0.0341703,17.54,0.45,0.0,17.86
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.4,1.17,0.05,47.25,2.5759138,0.078932,0.0306423,18.01,0.45,0.02,18.34
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.93,1.41,0.51,51.28,2.6701094,0.097924,0.0366742,18.7,0.53,0.19,19.21
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.36,1.21,0.07,48.25,2.6516661,0.104578,0.0394386,17.86,0.46,0.03,18.2
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.24,1.19,0.02,47.09,2.6263157,0.089527,0.0340884,17.61,0.45,0.01,17.93
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.2,0.02,47.9,2.6579766,0.130384,0.0490539,17.7,0.45,0.01,18.02
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.73,1.19,0.02,49.56,2.6488887,0.126068,0.0475928,18.4,0.45,0.01,18.71
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.45,1.18,0.02,47.27,2.6331868,0.091026,0.0345688,17.64,0.45,0.01,17.95
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.51,1.18,0.02,48.33,2.6092526,0.10489,0.0401993,18.21,0.45,0.01,18.52
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.7,1.19,0.03,48.54,2.62327,0.100835,0.0384387,18.18,0.45,0.01,18.5
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.83,1.17,0.02,47.65,2.5909978,0.107802,0.0416064,18.07,0.45,0.01,18.39
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.05,1.18,0.02,47.86,2.6124892,0.096932,0.0371033,18.01,0.45,0.01,18.32
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.23,1.2,0.02,48.05,2.6513199,0.098805,0.0372663,17.81,0.45,0.01,18.12
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",49.04,1.2,0.03,49.88,2.6509325,0.136587,0.0515241,18.5,0.45,0.01,18.82
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",47.35,1.19,0.02,48.18,2.6126988,0.103155,0.0394822,18.12,0.46,0.01,18.44
