Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :txact, :n-workers 56, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.05,5.68,0.05,80.21,2.790162,0.072995,0.0261616,19.01,2.04,0.02,28.75
":version :txact, :n-workers 58, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.54,5.64,0.06,79.6,2.7664164,0.065225,0.0235774,18.99,2.04,0.02,28.77
":version :txact, :n-workers 60, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.6,5.69,0.05,80.87,2.7957045,0.073046,0.0261279,19.17,2.04,0.02,28.93
":version :txact, :n-workers 62, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.59,5.64,0.05,80.79,2.7686162,0.065227,0.0235594,19.36,2.04,0.02,29.18
":version :txact, :n-workers 64, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.49,5.78,0.06,84.15,2.8459978,0.137128,0.0481827,19.85,2.03,0.02,29.57
":version :txact, :n-workers 1, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",61.04,6.5,0.07,92.72,3.21198,0.5538,0.172417,19.0,2.02,0.02,28.87
":version :txact, :n-workers 2, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.91,5.95,0.05,86.65,2.9364732,0.256093,0.0872111,19.72,2.03,0.02,29.51
":version :txact, :n-workers 4, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.33,5.67,0.07,81.56,2.7845461,0.101479,0.0364436,19.51,2.04,0.03,29.29
":version :txact, :n-workers 6, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.42,5.62,0.05,80.46,2.7617437,0.054073,0.0195793,19.34,2.03,0.02,29.13
":version :txact, :n-workers 8, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.64,5.63,0.05,79.57,2.7602166,0.053378,0.0193383,19.07,2.04,0.02,28.83
":version :txact, :n-workers 10, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.85,5.59,0.04,79.75,2.750166,0.053974,0.0196257,19.22,2.03,0.01,29.0
":version :txact, :n-workers 12, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.07,5.62,0.05,80.1,2.7658533,0.053552,0.0193618,19.19,2.03,0.02,28.96
":version :txact, :n-workers 14, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.79,5.57,0.04,79.74,2.744224,0.051359,0.0187153,19.24,2.03,0.01,29.06
":version :txact, :n-workers 16, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.66,5.63,0.06,81.06,2.7666028,0.06332,0.0228873,19.4,2.03,0.02,29.3
":version :txact, :n-workers 18, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.04,5.59,0.06,79.85,2.7468535,0.064684,0.0235484,19.31,2.04,0.02,29.07
":version :txact, :n-workers 20, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.54,5.54,0.05,79.07,2.7291746,0.057827,0.0211885,19.25,2.03,0.02,28.97
":version :txact, :n-workers 22, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.36,5.57,0.05,78.96,2.7412168,0.059801,0.0218155,19.1,2.03,0.02,28.8
":version :txact, :n-workers 24, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.92,5.6,0.06,79.65,2.7425116,0.066786,0.0243521,19.3,2.04,0.02,29.04
":version :txact, :n-workers 26, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.73,5.6,0.06,80.47,2.7446818,0.067571,0.0246189,19.58,2.04,0.02,29.32
":version :txact, :n-workers 28, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.7,5.65,0.05,81.76,2.7858317,0.107686,0.0386549,19.64,2.03,0.02,29.35
":version :txact, :n-workers 30, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.69,5.53,0.06,79.13,2.7165705,0.064234,0.0236453,19.4,2.04,0.02,29.13
":version :txact, :n-workers 32, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.44,5.57,0.05,79.05,2.7396913,0.059054,0.021555,19.14,2.03,0.02,28.85
":version :txact, :n-workers 34, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.68,5.68,0.05,79.91,2.8015444,0.074596,0.0266267,18.8,2.03,0.02,28.52
":version :txact, :n-workers 36, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.68,5.59,0.07,79.42,2.7484851,0.062831,0.0228602,19.17,2.03,0.03,28.9
":version :txact, :n-workers 38, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.55,5.55,0.05,78.08,2.7418041,0.060997,0.022247,18.8,2.02,0.02,28.48
":version :txact, :n-workers 40, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.39,5.55,0.04,77.65,2.7338441,0.060494,0.0221278,18.8,2.03,0.01,28.4
":version :txact, :n-workers 42, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.21,5.58,0.07,77.66,2.7484631,0.062569,0.0227651,18.63,2.03,0.03,28.26
":version :txact, :n-workers 44, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.03,5.58,0.05,78.8,2.7598752,0.073185,0.0265175,18.85,2.02,0.02,28.55
":version :txact, :n-workers 46, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.24,5.59,0.05,79.98,2.7375905,0.060064,0.0219405,19.45,2.04,0.02,29.22
":version :txact, :n-workers 48, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.22,5.64,0.06,82.07,2.7751486,0.114731,0.0413423,19.9,2.03,0.02,29.57
":version :txact, :n-workers 50, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.02,5.76,0.06,83.37,2.8253209,0.12921,0.0457329,19.83,2.04,0.02,29.51
":version :txact, :n-workers 52, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.37,5.59,0.06,80.24,2.7457097,0.067371,0.0245368,19.44,2.04,0.02,29.22
":version :txact, :n-workers 54, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.17,5.69,0.05,80.27,2.7891182,0.064517,0.0231317,19.06,2.04,0.02,28.78
":version :txact, :n-workers 56, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.41,5.65,0.05,80.36,2.776123,0.074774,0.0269347,19.24,2.04,0.02,28.95
":version :txact, :n-workers 58, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.81,5.66,0.05,79.56,2.7559972,0.066056,0.0239681,19.16,2.05,0.02,28.87
":version :txact, :n-workers 60, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.23,5.58,0.05,78.99,2.7476789,0.064681,0.0235402,19.01,2.03,0.02,28.75
":version :txact, :n-workers 62, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.7,5.65,0.05,79.8,2.7803977,0.076861,0.0276439,18.95,2.03,0.02,28.7
":version :txact, :n-workers 64, :n-secondary-workers 1, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.21,5.52,0.07,78.91,2.7223361,0.064322,0.0236275,19.18,2.03,0.03,28.99
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.61,6.43,0.05,91.29,3.2246358,0.557321,0.1728322,18.49,1.99,0.02,28.31
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.29,5.74,0.03,81.92,2.8302281,0.172345,0.0608944,19.18,2.03,0.01,28.94
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.29,5.68,0.03,81.61,2.8149604,0.142605,0.0506597,19.29,2.02,0.01,28.99
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.89,5.59,0.02,78.67,2.7657898,0.077399,0.0279844,18.76,2.02,0.01,28.44
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.26,5.56,0.03,77.83,2.7570722,0.05866,0.0212762,18.59,2.02,0.01,28.23
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.85,5.47,0.03,77.1,2.7083948,0.056046,0.0206934,18.77,2.02,0.01,28.47
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.65,5.52,0.03,77.09,2.736115,0.053115,0.0194126,18.51,2.02,0.01,28.17
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.68,5.53,0.03,78.19,2.7351192,0.056955,0.0208236,18.89,2.02,0.01,28.59
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.21,5.51,0.03,77.61,2.7239974,0.054694,0.0200786,18.8,2.02,0.01,28.49
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.21,5.5,0.02,77.57,2.7296559,0.053635,0.019649,18.76,2.01,0.01,28.42
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.71,5.56,0.02,81.38,2.7464973,0.117346,0.0427257,19.92,2.02,0.01,29.63
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.55,5.49,0.04,77.81,2.7122545,0.055625,0.0205088,19.01,2.02,0.01,28.69
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.51,5.56,0.03,78.02,2.7474397,0.055459,0.0201857,18.75,2.02,0.01,28.4
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.47,5.63,0.02,79.13,2.7681875,0.059874,0.0216293,18.95,2.03,0.01,28.59
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.4,5.63,0.03,80.22,2.7757257,0.084246,0.030351,19.24,2.03,0.01,28.9
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.18,5.56,0.02,78.69,2.7446004,0.060028,0.0218713,19.01,2.03,0.01,28.67
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.24,5.58,0.02,78.65,2.744183,0.062519,0.0227824,19.04,2.03,0.01,28.66
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.1,5.58,0.03,78.45,2.7446674,0.055756,0.0203143,18.98,2.03,0.01,28.58
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.36,5.61,0.03,78.84,2.7525284,0.055217,0.0200605,19.02,2.04,0.01,28.64
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.51,5.54,0.03,78.8,2.7229051,0.063922,0.0234757,19.28,2.03,0.01,28.94
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.75,5.61,0.04,78.55,2.7817483,0.069137,0.0248538,18.6,2.02,0.01,28.24
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.21,5.55,0.01,78.56,2.7388723,0.065686,0.0239829,19.06,2.03,0.0,28.68
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.41,5.55,0.03,77.81,2.7457528,0.062293,0.022687,18.72,2.02,0.01,28.34
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.99,5.54,0.04,78.41,2.7332786,0.070141,0.0256619,19.02,2.03,0.01,28.69
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.57,5.78,0.03,84.92,2.8602634,0.165505,0.0578636,20.13,2.02,0.01,29.69
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.15,5.51,0.02,77.28,2.7225367,0.054501,0.0200185,18.79,2.02,0.01,28.39
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.01,5.49,0.03,77.18,2.7172701,0.054509,0.0200602,18.77,2.02,0.01,28.4
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.37,5.49,0.03,77.53,2.7053745,0.059395,0.0219544,18.99,2.03,0.01,28.66
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.16,5.55,0.01,77.6,2.7521847,0.058721,0.0213361,18.59,2.02,0.0,28.2
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.19,5.54,0.04,77.46,2.73267,0.061452,0.0224879,18.73,2.03,0.01,28.35
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.25,5.52,0.03,77.74,2.7328863,0.058768,0.021504,18.75,2.02,0.01,28.45
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.36,5.63,0.02,80.22,2.7940271,0.102908,0.0368314,19.1,2.02,0.01,28.71
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.48,5.65,0.03,80.24,2.782753,0.091034,0.0327136,19.22,2.03,0.01,28.83
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.0,6.42,0.03,90.03,3.2156843,0.553833,0.1722287,18.35,2.0,0.01,28.0
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.41,5.91,0.02,84.72,2.9397254,0.278724,0.0948129,19.19,2.01,0.01,28.82
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.51,5.65,0.02,80.3,2.7991068,0.138436,0.0494572,19.12,2.02,0.01,28.69
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.91,5.55,0.04,78.38,2.7474639,0.081281,0.029584,18.89,2.02,0.01,28.53
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.1,5.57,0.02,77.65,2.7557988,0.074045,0.0268688,18.54,2.02,0.01,28.18
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.07,5.51,0.03,77.21,2.7238885,0.052833,0.0193962,18.75,2.02,0.01,28.35
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.11,5.51,0.02,77.32,2.7364052,0.054583,0.019947,18.68,2.01,0.01,28.26
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.94,5.71,0.03,85.3,2.8418379,0.201165,0.0707869,20.39,2.01,0.01,30.02
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.02,5.56,0.03,77.72,2.7531659,0.055161,0.0200355,18.53,2.02,0.01,28.23
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.71,5.49,0.04,77.99,2.7198162,0.059721,0.0219577,19.01,2.02,0.01,28.67
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.69,5.51,0.02,78.13,2.7347363,0.060329,0.0220603,18.9,2.01,0.01,28.57
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.04,5.52,0.03,77.33,2.7358043,0.054058,0.0197595,18.66,2.02,0.01,28.27
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.33,5.52,0.03,77.43,2.7161925,0.055583,0.0204636,18.9,2.03,0.01,28.51
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.26,5.53,0.03,77.6,2.7294723,0.060115,0.0220244,18.78,2.03,0.01,28.43
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.96,5.5,0.03,77.15,2.7271667,0.052753,0.0193435,18.69,2.02,0.01,28.29
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.1,5.5,0.03,78.6,2.7290885,0.066819,0.024484,19.09,2.02,0.01,28.8
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.29,5.51,0.03,77.66,2.7205624,0.057276,0.021053,18.85,2.03,0.01,28.55
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.95,5.56,0.03,78.76,2.752234,0.06378,0.0231739,18.88,2.02,0.01,28.62
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.61,5.59,0.02,79.35,2.7684364,0.09179,0.0331559,19.0,2.02,0.01,28.66
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.22,5.51,0.02,78.76,2.7154793,0.057934,0.0213347,19.23,2.03,0.01,29.0
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.46,5.72,0.04,85.09,2.8330214,0.161716,0.0570825,20.28,2.02,0.01,30.04
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.09,5.67,0.03,79.39,2.807657,0.079043,0.0281527,18.55,2.02,0.01,28.28
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.51,5.51,0.03,77.9,2.7289927,0.055459,0.0203222,18.88,2.02,0.01,28.55
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",61.04,5.91,0.03,89.5,2.9480522,0.246754,0.0837007,20.71,2.0,0.01,30.36
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.99,5.55,0.02,78.44,2.7281287,0.07071,0.0259189,19.06,2.03,0.01,28.75
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.71,5.61,0.03,79.52,2.7606917,0.08296,0.0300504,19.09,2.03,0.01,28.8
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.57,5.66,0.02,80.42,2.7816129,0.089927,0.0323291,19.26,2.03,0.01,28.91
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.04,5.64,0.03,79.91,2.7810418,0.075472,0.027138,19.07,2.03,0.01,28.73
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.05,5.62,0.03,78.52,2.7573128,0.056905,0.0206378,18.88,2.04,0.01,28.48
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.3,5.7,0.02,81.38,2.8055596,0.09845,0.035091,19.35,2.03,0.01,29.01
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.75,5.66,0.02,81.72,2.7907715,0.104849,0.0375699,19.62,2.03,0.01,29.28
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.34,5.53,0.03,78.91,2.7223235,0.05696,0.0209233,19.23,2.03,0.01,28.99
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.65,5.67,0.02,82.79,2.8006057,0.115572,0.0412668,19.87,2.02,0.01,29.56
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.43,6.47,0.03,91.1,3.2429091,0.56848,0.1752994,18.33,2.0,0.01,28.09
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.79,5.85,0.03,84.97,2.9046729,0.263624,0.0907586,19.55,2.01,0.01,29.25
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.65,5.68,0.02,80.67,2.8103157,0.133151,0.0473794,19.09,2.02,0.01,28.7
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.79,5.59,0.03,78.31,2.7667055,0.078936,0.0285307,18.72,2.02,0.01,28.3
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.4,5.56,0.03,79.08,2.7585459,0.080214,0.0290784,19.0,2.02,0.01,28.67
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.18,5.49,0.03,77.48,2.7193188,0.052495,0.0193045,18.82,2.02,0.01,28.49
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.53,5.52,0.03,77.93,2.7370071,0.056997,0.0208246,18.83,2.02,0.01,28.47
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.43,5.5,0.03,77.85,2.7215651,0.061949,0.0227623,18.9,2.02,0.01,28.6
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.62,5.55,0.03,78.05,2.7430527,0.060987,0.0222333,18.82,2.02,0.01,28.45
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.16,5.51,0.02,77.36,2.7241404,0.059495,0.0218399,18.78,2.02,0.01,28.4
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.13,5.49,0.02,77.3,2.7202457,0.052908,0.0194497,18.8,2.02,0.01,28.42
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.08,5.46,0.03,77.17,2.7007607,0.054331,0.0201169,18.91,2.02,0.01,28.57
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",46.84,5.65,0.03,73.28,2.8057691,0.056347,0.0200826,16.69,2.01,0.01,26.12
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.1,5.53,0.03,78.53,2.7383302,0.07452,0.0272137,19.03,2.02,0.01,28.68
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.37,5.63,0.03,80.95,2.7901789,0.11544,0.0413737,19.49,2.02,0.01,29.01
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.9,5.5,0.04,76.99,2.7234541,0.054776,0.0201127,18.69,2.02,0.01,28.27
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.19,5.6,0.02,79.87,2.7769925,0.089357,0.0321776,19.15,2.02,0.01,28.76
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.5,5.54,0.03,77.98,2.7374085,0.057259,0.0209172,18.81,2.02,0.01,28.49
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.55,5.57,0.03,78.22,2.7577123,0.060626,0.0219842,18.69,2.02,0.01,28.36
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.95,5.58,0.02,80.57,2.7637557,0.114199,0.0413202,19.52,2.02,0.01,29.15
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",50.77,5.49,0.02,76.91,2.7183308,0.057483,0.0211464,18.68,2.02,0.01,28.29
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.06,5.51,0.03,77.58,2.7311927,0.058305,0.0213478,18.7,2.02,0.01,28.41
