Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :txact, :n-workers 56, :n-secondary-workers 1, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.98,1.14,0.02,43.78,2.5410171,0.022308,0.0087792,16.91,0.45,0.01,17.23
":version :txact, :n-workers 58, :n-secondary-workers 1, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.73,1.15,0.01,43.53,2.557937,0.021643,0.0084611,16.7,0.45,0.0,17.02
":version :txact, :n-workers 60, :n-secondary-workers 1, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.21,1.16,0.02,43.03,2.576632,0.02456,0.0095318,16.38,0.45,0.01,16.7
":version :txact, :n-workers 62, :n-secondary-workers 1, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.75,1.14,0.02,43.56,2.5375848,0.021181,0.0083469,16.85,0.45,0.01,17.17
":version :txact, :n-workers 64, :n-secondary-workers 1, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.18,1.15,0.02,43.99,2.5468442,0.021131,0.0082969,16.95,0.45,0.01,17.27
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.74,1.16,0.01,44.54,2.6094577,0.110483,0.0423394,16.76,0.44,0.0,17.07
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.78,1.13,0.01,43.57,2.5511892,0.046007,0.0180336,16.77,0.44,0.0,17.08
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.56,1.14,0.01,43.38,2.581986,0.026066,0.0100953,16.48,0.44,0.0,16.8
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.74,1.13,0.0,43.52,2.5475562,0.026534,0.0104155,16.78,0.44,0.0,17.08
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.53,1.13,0.0,43.3,2.5349595,0.031902,0.0125848,16.78,0.45,0.0,17.08
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.9,1.13,0.01,43.71,2.5522354,0.031557,0.0123645,16.81,0.44,0.0,17.13
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.78,1.13,0.0,43.57,2.5386757,0.030825,0.0121422,16.85,0.45,0.0,17.16
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.65,1.14,0.01,43.46,2.5483302,0.020372,0.0079943,16.74,0.45,0.0,17.05
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.37,1.14,0.01,43.16,2.5742336,0.022271,0.0086515,16.46,0.44,0.0,16.77
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.57,1.12,0.01,43.35,2.5140078,0.020955,0.0083353,16.93,0.45,0.0,17.24
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.48,1.13,0.01,44.27,2.5439845,0.037742,0.0148358,17.09,0.44,0.0,17.4
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.09,1.13,0.01,43.89,2.5383583,0.02663,0.010491,16.98,0.45,0.0,17.29
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.48,1.13,0.01,43.28,2.5364894,0.021851,0.0086147,16.75,0.45,0.0,17.06
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.83,1.13,0.01,43.64,2.5245619,0.033498,0.0132688,16.97,0.45,0.0,17.29
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.25,1.15,0.0,43.04,2.5912177,0.019215,0.0074154,16.31,0.44,0.0,16.61
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.66,1.13,0.01,43.46,2.5406877,0.027513,0.010829,16.79,0.44,0.0,17.11
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.93,1.14,0.01,43.73,2.5697972,0.029836,0.0116103,16.71,0.44,0.0,17.02
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.23,1.14,0.01,44.02,2.5688343,0.030846,0.0120078,16.83,0.44,0.0,17.14
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.54,1.12,0.01,43.32,2.5118633,0.019551,0.0077835,16.94,0.45,0.0,17.25
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.5,1.12,0.01,43.29,2.5167821,0.019627,0.0077985,16.89,0.45,0.0,17.2
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.41,1.14,0.01,43.21,2.553767,0.021107,0.008265,16.61,0.45,0.0,16.92
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.4,1.14,0.01,43.2,2.5726351,0.020216,0.0078581,16.48,0.44,0.0,16.79
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.77,1.14,0.01,43.56,2.5502837,0.019992,0.0078391,16.77,0.45,0.0,17.08
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.64,1.14,0.01,43.43,2.5639477,0.023943,0.0093383,16.63,0.44,0.0,16.94
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.6,1.15,0.01,44.41,2.5886969,0.036119,0.0139526,16.84,0.44,0.0,17.16
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.52,1.15,0.01,43.31,2.5831222,0.024196,0.009367,16.46,0.45,0.0,16.77
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.76,1.13,0.01,43.55,2.5154,0.020423,0.0081192,17.0,0.45,0.0,17.31
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.74,1.15,0.01,43.55,2.5797875,0.030303,0.0117463,16.57,0.45,0.0,16.88
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.71,1.12,0.0,43.48,2.4988264,0.018141,0.0072598,17.09,0.45,0.0,17.4
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.7,1.13,0.01,43.48,2.5360272,0.025238,0.0099518,16.84,0.45,0.0,17.14
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.94,1.13,0.01,43.73,2.5245106,0.019547,0.0077429,17.01,0.45,0.0,17.32
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.71,1.13,0.0,43.49,2.5157116,0.021197,0.0084258,16.98,0.45,0.0,17.29
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.88,1.13,0.01,43.66,2.538987,0.019949,0.0078571,16.89,0.45,0.0,17.2
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.71,1.16,0.01,44.53,2.6368532,0.109634,0.0415776,16.58,0.44,0.0,16.89
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.66,1.14,0.01,43.45,2.5771543,0.048821,0.0189438,16.55,0.44,0.0,16.86
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.71,1.13,0.01,43.5,2.5397693,0.022281,0.0087728,16.82,0.44,0.0,17.13
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.86,1.13,0.01,43.66,2.514399,0.027309,0.010861,17.05,0.45,0.0,17.36
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.76,1.11,0.0,43.53,2.5021711,0.02739,0.0109465,17.09,0.44,0.0,17.4
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.42,1.13,0.01,43.21,2.5387368,0.03078,0.0121241,16.71,0.45,0.0,17.02
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.3,1.15,0.01,43.11,2.5880464,0.031251,0.0120751,16.34,0.44,0.0,16.66
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.57,1.14,0.01,43.35,2.5421763,0.019002,0.0074747,16.75,0.45,0.0,17.05
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.1,1.13,0.01,42.89,2.5364109,0.021679,0.0085471,16.6,0.45,0.0,16.91
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.09,1.14,0.0,42.9,2.5645262,0.021005,0.0081906,16.41,0.44,0.0,16.73
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.66,1.15,0.01,43.48,2.5928122,0.044176,0.0170379,16.45,0.44,0.0,16.77
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.07,1.12,0.0,42.84,2.5017538,0.020356,0.0081367,16.82,0.45,0.0,17.12
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.45,1.14,0.0,45.24,2.5709295,0.062052,0.024136,17.29,0.44,0.0,17.6
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.55,1.13,0.01,43.33,2.5353059,0.018786,0.0074098,16.78,0.45,0.0,17.09
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.0,1.13,0.01,43.8,2.5365669,0.023672,0.0093323,16.95,0.45,0.0,17.27
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.64,1.12,0.01,43.43,2.5086747,0.019729,0.0078643,17.0,0.45,0.0,17.31
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.66,1.13,0.01,43.45,2.5470816,0.022582,0.0088658,16.75,0.44,0.0,17.06
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.68,1.13,0.01,43.46,2.5309472,0.021419,0.0084628,16.86,0.45,0.0,17.17
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.73,1.13,0.01,43.51,2.5219025,0.0201,0.0079702,16.94,0.45,0.0,17.25
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.13,1.13,0.01,43.92,2.5421069,0.030536,0.0120121,16.97,0.44,0.0,17.28
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.14,0.0,43.73,2.5559223,0.021647,0.0084693,16.8,0.45,0.0,17.11
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.48,1.15,0.01,44.29,2.5844976,0.033921,0.0131248,16.82,0.44,0.0,17.14
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.54,1.12,0.01,43.32,2.5027912,0.020818,0.0083179,17.0,0.45,0.0,17.31
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.55,1.13,0.01,43.35,2.5343625,0.021034,0.0082995,16.79,0.45,0.0,17.1
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.67,1.13,0.01,43.44,2.521484,0.020223,0.0080203,16.92,0.45,0.0,17.23
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.58,1.14,0.01,43.38,2.5522232,0.027903,0.0109328,16.68,0.45,0.0,17.0
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.51,1.12,0.01,43.3,2.5118571,0.021698,0.0086382,16.92,0.45,0.0,17.24
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.79,1.14,0.01,43.57,2.5538185,0.024212,0.0094807,16.76,0.45,0.0,17.06
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.21,1.15,0.0,43.01,2.5876759,0.020502,0.0079229,16.31,0.44,0.0,16.62
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.57,1.14,0.0,43.35,2.5600537,0.019349,0.007558,16.63,0.45,0.0,16.93
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.32,1.16,0.01,45.12,2.6073434,0.053627,0.0205677,17.0,0.44,0.0,17.3
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.8,1.15,0.01,43.63,2.5839572,0.020123,0.0077877,16.56,0.45,0.0,16.88
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.51,1.14,0.01,43.3,2.5546165,0.020166,0.0078939,16.64,0.45,0.0,16.95
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.09,1.16,0.01,44.91,2.6290201,0.111225,0.0423066,16.77,0.44,0.0,17.08
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.19,1.13,0.0,43.97,2.5399559,0.053942,0.0212374,17.0,0.44,0.0,17.31
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.13,0.01,43.73,2.556618,0.030435,0.0119044,16.8,0.44,0.0,17.1
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.3,1.12,0.01,43.09,2.5144978,0.029957,0.0119137,16.82,0.45,0.0,17.14
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.46,1.14,0.01,43.25,2.5632051,0.02153,0.0083996,16.57,0.44,0.0,16.87
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.35,1.14,0.01,44.13,2.5781766,0.042759,0.016585,16.81,0.44,0.0,17.12
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.11,1.13,0.01,43.89,2.5388898,0.032591,0.0128367,16.98,0.45,0.0,17.29
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.44,1.13,0.01,43.23,2.5355152,0.017805,0.0070222,16.74,0.45,0.0,17.05
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.39,1.15,0.01,44.19,2.5805427,0.042361,0.0164155,16.81,0.45,0.0,17.12
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.72,1.13,0.0,43.5,2.5359337,0.022553,0.0088934,16.85,0.45,0.0,17.15
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.69,1.12,0.01,43.46,2.5013087,0.024549,0.0098145,17.07,0.45,0.0,17.37
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.28,1.14,0.01,43.09,2.5611205,0.021225,0.0082874,16.51,0.45,0.0,16.82
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.92,1.13,0.01,43.73,2.5426951,0.032299,0.0127027,16.88,0.44,0.0,17.2
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.44,1.15,0.0,43.23,2.5903832,0.021913,0.0084594,16.38,0.44,0.0,16.69
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.14,0.0,43.73,2.5745835,0.035789,0.0139009,16.68,0.44,0.0,16.99
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.2,1.13,0.01,44.0,2.5369052,0.03551,0.0139974,17.03,0.45,0.0,17.34
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.29,1.14,0.0,44.08,2.5645149,0.039236,0.0152996,16.88,0.44,0.0,17.19
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.15,0.01,43.76,2.5771613,0.028679,0.0111281,16.67,0.45,0.0,16.98
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.99,1.12,0.01,43.78,2.526743,0.031805,0.0125874,17.01,0.44,0.0,17.33
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.18,1.14,0.0,43.96,2.5629912,0.032656,0.0127414,16.85,0.44,0.0,17.15
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.68,1.12,0.01,43.47,2.5093282,0.019786,0.007885,17.01,0.45,0.0,17.32
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.18,1.14,0.01,42.96,2.5573136,0.021082,0.0082438,16.49,0.45,0.0,16.8
":version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.5,1.14,0.01,44.3,2.5626155,0.028687,0.0111944,16.97,0.44,0.0,17.29
":version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.78,1.13,0.0,43.55,2.5452439,0.0204,0.0080149,16.81,0.44,0.0,17.11
":version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.87,1.14,0.01,43.66,2.5669015,0.029813,0.0116144,16.7,0.44,0.0,17.01
":version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.32,1.14,0.01,44.11,2.5536953,0.028064,0.0109896,16.96,0.45,0.0,17.27
":version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.81,1.13,0.01,44.6,2.5299706,0.0301,0.0118974,17.32,0.45,0.0,17.63
":version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.97,1.13,0.01,43.75,2.5316475,0.021707,0.0085743,16.97,0.45,0.0,17.28
":version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.71,1.15,0.01,43.51,2.587302,0.02662,0.0102887,16.51,0.44,0.0,16.82
":version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.98,1.12,0.01,43.74,2.5146294,0.022742,0.0090439,17.09,0.45,0.0,17.39
":version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.38,1.15,0.01,44.18,2.5742559,0.031321,0.012167,16.85,0.45,0.0,17.16
":version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.22,1.15,0.01,43.02,2.5865316,0.021486,0.0083069,16.32,0.44,0.0,16.63
":version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.59,1.13,0.01,44.37,2.5441576,0.028925,0.0113692,17.13,0.44,0.0,17.44
":version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.88,1.15,0.01,44.69,2.6079112,0.112043,0.0429627,16.83,0.44,0.0,17.14
":version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.22,1.13,0.01,44.01,2.5438313,0.043043,0.0169205,16.99,0.44,0.0,17.3
":version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.8,1.13,0.01,43.58,2.5268223,0.025813,0.0102156,16.94,0.45,0.0,17.25
":version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.99,1.13,0.01,43.78,2.5227671,0.031933,0.0126579,17.04,0.45,0.0,17.35
":version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.18,1.13,0.01,43.97,2.5501135,0.02035,0.00798,16.93,0.44,0.0,17.24
":version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.06,1.13,0.0,43.85,2.5646984,0.027351,0.0106644,16.79,0.44,0.0,17.1
":version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.01,1.14,0.01,43.81,2.5783655,0.031585,0.01225,16.68,0.44,0.0,16.99
":version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.78,1.15,0.02,44.6,2.5709949,0.057197,0.022247,17.03,0.45,0.01,17.35
":version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.16,1.14,0.0,43.96,2.584679,0.023721,0.0091775,16.7,0.44,0.0,17.01
":version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.34,1.14,0.0,44.13,2.5710678,0.030047,0.0116866,16.86,0.44,0.0,17.16
":version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.31,1.13,0.01,44.09,2.548452,0.024246,0.009514,16.99,0.44,0.0,17.3
":version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.99,1.13,0.01,43.79,2.5328092,0.022082,0.0087184,16.97,0.45,0.0,17.29
":version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.0,1.13,0.01,43.79,2.5372744,0.018821,0.0074178,16.95,0.45,0.0,17.26
":version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.4,1.13,0.01,43.18,2.5414235,0.019647,0.0077307,16.68,0.44,0.0,16.99
":version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.76,1.12,0.01,43.53,2.5152551,0.022305,0.0088679,17.0,0.45,0.0,17.31
":version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.81,1.14,0.01,43.61,2.5466092,0.023949,0.0094043,16.81,0.45,0.0,17.12
":version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.51,1.13,0.0,43.3,2.5548969,0.020577,0.0080539,16.64,0.44,0.0,16.95
":version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.49,1.13,0.0,44.27,2.5345633,0.027901,0.0110082,17.16,0.45,0.0,17.47
":version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.42,1.13,0.01,44.2,2.5400934,0.023461,0.0092363,17.09,0.44,0.0,17.4
":version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.52,1.14,0.01,43.31,2.5603046,0.021093,0.0082385,16.61,0.45,0.0,16.92
":version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.57,1.13,0.01,43.35,2.5275207,0.024154,0.0095564,16.84,0.45,0.0,17.15
":version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.7,1.14,0.01,44.5,2.5773969,0.047536,0.0184434,16.96,0.44,0.0,17.27
