Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.29,1.14,0.02,44.08,2.5271159,0.029192,0.0115515,17.13,0.45,0.01,17.44
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.99,1.13,0.02,43.78,2.5182974,0.033598,0.0133416,17.07,0.45,0.01,17.38
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.08,1.15,0.02,43.91,2.5750136,0.037756,0.0146624,16.73,0.45,0.01,17.05
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.76,1.13,0.02,43.55,2.5003829,0.026323,0.0105276,17.1,0.45,0.01,17.42
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.87,1.13,0.02,43.66,2.515249,0.032679,0.0129924,17.04,0.45,0.01,17.36
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.76,1.15,0.02,43.59,2.5643552,0.028614,0.0111584,16.67,0.45,0.01,17.0
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.03,1.14,0.01,43.81,2.5446271,0.027657,0.0108688,16.91,0.45,0.0,17.22
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.1,1.15,0.02,43.9,2.5653686,0.031364,0.0122259,16.8,0.45,0.01,17.11
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.6,1.16,0.01,45.41,2.6063421,0.058435,0.0224203,17.11,0.45,0.0,17.42
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.6,1.15,0.01,44.4,2.5694575,0.032516,0.0126548,16.97,0.45,0.0,17.28
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.82,1.16,0.02,43.63,2.5913644,0.029482,0.011377,16.52,0.45,0.01,16.84
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.01,1.13,0.01,43.79,2.5093534,0.032137,0.0128069,17.14,0.45,0.0,17.45
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.91,1.16,0.02,43.73,2.6058782,0.041843,0.0160572,16.47,0.45,0.01,16.78
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.11,1.14,0.01,44.91,2.5444943,0.054467,0.0214058,17.34,0.45,0.0,17.65
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.39,1.15,0.02,44.18,2.5574399,0.030431,0.011899,16.97,0.45,0.01,17.28
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.7,1.15,0.02,44.5,2.5586785,0.048273,0.0188664,17.08,0.45,0.01,17.39
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.82,1.15,0.02,43.62,2.5573715,0.030493,0.0119236,16.74,0.45,0.01,17.06
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.84,1.15,0.01,43.63,2.5685978,0.023189,0.0090279,16.68,0.45,0.0,16.99
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.5,1.15,0.02,44.32,2.5705347,0.040123,0.0156088,16.92,0.45,0.01,17.24
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.65,1.13,0.01,44.45,2.5117222,0.031315,0.0124675,17.38,0.45,0.0,17.7
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.46,1.14,0.01,44.25,2.5312981,0.037172,0.014685,17.17,0.45,0.0,17.48
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.74,1.16,0.02,43.55,2.5830956,0.029973,0.0116035,16.55,0.45,0.01,16.86
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.15,1.16,0.02,43.98,2.5859825,0.030497,0.0117932,16.69,0.45,0.01,17.01
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.75,1.15,0.01,44.57,2.5687342,0.032504,0.0126537,17.03,0.45,0.0,17.35
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.26,1.15,0.02,44.06,2.5584257,0.034875,0.0136314,16.91,0.45,0.01,17.22
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.53,1.15,0.01,44.33,2.5450447,0.03136,0.012322,17.1,0.45,0.0,17.42
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.27,1.15,0.02,44.06,2.5576391,0.035745,0.0139758,16.92,0.45,0.01,17.23
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.72,1.14,0.01,43.51,2.5510827,0.026819,0.0105128,16.75,0.45,0.0,17.06
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.04,1.13,0.02,43.83,2.5291889,0.037049,0.0146486,17.02,0.45,0.01,17.33
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.29,1.15,0.02,43.09,2.5784718,0.026532,0.0102898,16.4,0.45,0.01,16.71
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.17,1.16,0.02,44.0,2.5900854,0.025573,0.0098734,16.67,0.45,0.01,16.99
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.16,1.15,0.01,43.96,2.5739636,0.044406,0.017252,16.77,0.45,0.0,17.08
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.36,1.14,0.02,44.16,2.5359404,0.036613,0.0144376,17.1,0.45,0.01,17.41
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.25,1.13,0.02,44.02,2.5136981,0.032552,0.0129498,17.21,0.45,0.01,17.51
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.04,1.14,0.02,43.85,2.5500621,0.033971,0.0133216,16.88,0.45,0.01,17.2
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.41,1.14,0.01,44.2,2.5563896,0.035893,0.0140405,16.98,0.45,0.0,17.29
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.48,1.14,0.02,44.28,2.5268061,0.028988,0.0114722,17.21,0.45,0.01,17.52
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.9,1.14,0.01,43.7,2.5359215,0.035368,0.0139468,16.92,0.45,0.0,17.23
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.21,1.15,0.02,44.03,2.5842573,0.030382,0.0117566,16.72,0.45,0.01,17.04
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.05,1.15,0.01,43.85,2.5742697,0.02652,0.010302,16.72,0.45,0.0,17.03
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.99,1.16,0.02,43.81,2.5931737,0.032019,0.0123474,16.58,0.45,0.01,16.89
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.98,1.14,0.02,43.78,2.536104,0.02675,0.0105477,16.95,0.45,0.01,17.26
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.34,1.14,0.02,45.13,2.5489763,0.052341,0.0205341,17.4,0.45,0.01,17.71
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.48,1.15,0.02,43.28,2.5607856,0.032436,0.0126664,16.59,0.45,0.01,16.9
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.2,1.14,0.01,43.99,2.5355613,0.032119,0.0126674,17.04,0.45,0.0,17.35
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.43,1.14,0.01,44.22,2.5433325,0.035208,0.0138433,17.08,0.45,0.0,17.39
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.83,1.15,0.01,44.64,2.5745783,0.047302,0.0183727,17.02,0.45,0.0,17.34
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.18,1.13,0.02,43.97,2.5120385,0.026055,0.0103721,17.19,0.45,0.01,17.5
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.56,1.15,0.02,43.38,2.5843891,0.02746,0.0106253,16.47,0.44,0.01,16.79
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.06,1.13,0.02,43.85,2.5180776,0.029847,0.0118531,17.1,0.45,0.01,17.41
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.03,1.15,0.02,43.85,2.5638712,0.029207,0.0113918,16.78,0.45,0.01,17.1
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.96,1.14,0.02,43.77,2.5568066,0.029507,0.0115406,16.8,0.45,0.01,17.12
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.22,1.14,0.01,44.03,2.5384052,0.037813,0.0148964,17.03,0.45,0.0,17.35
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.07,1.15,0.02,43.86,2.5633217,0.029451,0.0114894,16.8,0.45,0.01,17.11
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.34,1.15,0.02,44.15,2.5455318,0.032975,0.0129541,17.03,0.45,0.01,17.34
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.7,1.15,0.01,44.5,2.568426,0.043048,0.0167605,17.01,0.45,0.0,17.33
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.59,1.15,0.02,44.39,2.5685041,0.031429,0.0122363,16.97,0.45,0.01,17.28
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.23,1.14,0.01,44.02,2.5402615,0.038566,0.0151819,17.02,0.45,0.0,17.33
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.19,1.15,0.02,43.98,2.5616978,0.03309,0.0129172,16.86,0.45,0.01,17.17
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.74,1.16,0.01,43.56,2.5897926,0.030879,0.0119233,16.5,0.45,0.0,16.82
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.63,1.15,0.01,43.43,2.5523201,0.032852,0.0128714,16.7,0.45,0.0,17.02
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.44,1.13,0.02,43.23,2.5330921,0.036785,0.0145218,16.75,0.45,0.01,17.07
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.09,1.15,0.01,42.9,2.5921358,0.029393,0.0113393,16.24,0.44,0.0,16.55
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.23,1.13,0.02,43.02,2.5293253,0.027352,0.010814,16.7,0.45,0.01,17.01
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.75,1.13,0.01,43.55,2.5277338,0.034639,0.0137036,16.91,0.45,0.0,17.23
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.52,1.15,0.02,43.31,2.5828412,0.0293,0.0113441,16.46,0.45,0.01,16.77
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.01,1.14,0.02,43.79,2.5305188,0.030204,0.0119359,17.0,0.45,0.01,17.3
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.52,1.15,0.02,43.33,2.5841876,0.028195,0.0109106,16.45,0.45,0.01,16.77
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.23,1.14,0.02,44.03,2.5360878,0.038624,0.0152298,17.05,0.45,0.01,17.36
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.85,1.15,0.02,43.65,2.565026,0.030717,0.0119753,16.71,0.45,0.01,17.02
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.94,1.15,0.01,43.74,2.572087,0.031036,0.0120665,16.69,0.45,0.0,17.01
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.15,0.02,43.76,2.5764077,0.02834,0.0109998,16.67,0.45,0.01,16.98
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.78,1.15,0.02,43.59,2.591657,0.039955,0.0154168,16.51,0.44,0.01,16.82
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.77,1.14,0.02,44.57,2.5322343,0.043943,0.0173534,17.29,0.45,0.01,17.6
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.73,1.14,0.02,43.51,2.5436156,0.030966,0.012174,16.8,0.45,0.01,17.11
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.31,1.14,0.02,43.11,2.534219,0.026093,0.0102963,16.7,0.45,0.01,17.01
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.36,1.15,0.02,43.18,2.5789741,0.030993,0.0120176,16.43,0.45,0.01,16.74
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.58,1.15,0.01,44.38,2.5376967,0.034108,0.0134405,17.17,0.45,0.0,17.49
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.7,1.15,0.01,43.51,2.5973519,0.034022,0.0130987,16.44,0.44,0.0,16.75
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.96,1.15,0.01,43.75,2.5661785,0.030591,0.0119208,16.74,0.45,0.0,17.05
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.98,1.15,0.02,44.8,2.576597,0.050017,0.019412,17.07,0.45,0.01,17.39
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.62,1.14,0.02,44.43,2.5295159,0.027905,0.0110318,17.24,0.45,0.01,17.56
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.57,1.13,0.01,43.34,2.5247908,0.027956,0.0110726,16.86,0.45,0.0,17.17
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.05,1.14,0.02,43.86,2.5355719,0.031945,0.0125987,16.98,0.45,0.01,17.3
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.3,1.15,0.02,44.11,2.5560235,0.033011,0.012915,16.94,0.45,0.01,17.26
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.71,1.14,0.02,44.52,2.5413221,0.027515,0.010827,17.2,0.45,0.01,17.52
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.42,1.15,0.02,44.21,2.552322,0.037271,0.0146028,17.01,0.45,0.01,17.32
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.13,0.02,43.76,2.5113898,0.03071,0.0122283,17.1,0.45,0.01,17.42
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.25,1.15,0.02,43.07,2.5620934,0.029631,0.0115652,16.49,0.45,0.01,16.81
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.12,1.15,0.02,43.93,2.5757766,0.037817,0.0146818,16.74,0.45,0.01,17.06
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.95,1.15,0.01,43.78,2.5776727,0.030245,0.0117335,16.66,0.45,0.0,16.98
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",46.9,1.45,0.44,48.19,2.6526713,0.029632,0.0111706,17.68,0.55,0.17,18.17
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",46.78,1.42,0.43,48.05,2.6324036,0.032502,0.0123469,17.77,0.54,0.16,18.25
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",48.46,1.5,0.5,49.83,2.668566,0.039123,0.0146607,18.16,0.56,0.19,18.67
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",45.08,1.3,0.23,46.12,2.5629691,0.03689,0.0143935,17.59,0.51,0.09,17.99
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",45.62,1.34,0.43,46.84,2.5453708,0.029691,0.0116647,17.92,0.53,0.17,18.4
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.23,1.22,0.18,45.19,2.5462762,0.024954,0.0098002,17.37,0.48,0.07,17.75
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",42.67,1.14,0.02,43.46,2.5058739,0.028556,0.0113956,17.03,0.45,0.01,17.34
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.61,1.17,0.02,44.42,2.5638479,0.034851,0.0135932,17.01,0.46,0.01,17.33
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.4,1.16,0.01,45.2,2.5580414,0.031664,0.0123782,17.36,0.45,0.0,17.67
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.37,1.16,0.01,45.17,2.553847,0.031524,0.0123437,17.37,0.45,0.0,17.69
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.46,1.16,0.01,44.24,2.558681,0.03014,0.0117795,16.99,0.45,0.0,17.29
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",45.52,1.16,0.02,46.33,2.5719747,0.052337,0.020349,17.7,0.45,0.01,18.01
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.15,1.17,0.02,44.95,2.5786241,0.033628,0.0130411,17.12,0.45,0.01,17.43
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.9,1.15,0.02,44.68,2.5487331,0.028322,0.0111122,17.22,0.45,0.01,17.53
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.62,1.17,0.02,45.42,2.5557659,0.032976,0.0129026,17.46,0.46,0.01,17.77
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.62,1.18,0.02,44.44,2.5906292,0.032171,0.0124182,16.84,0.46,0.01,17.15
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.26,1.14,0.01,45.07,2.5523062,0.046116,0.0180684,17.34,0.45,0.0,17.66
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.99,1.15,0.01,44.8,2.5698611,0.053655,0.0208786,17.12,0.45,0.0,17.43
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.48,1.15,0.01,45.27,2.5846159,0.051069,0.0197588,17.21,0.44,0.0,17.52
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",58.89,1.81,0.02,59.76,2.5721676,0.045685,0.0177613,22.9,0.7,0.01,23.23
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",64.04,2.45,0.01,65.08,2.664813,0.030345,0.0113873,24.03,0.92,0.0,24.42
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",69.08,2.07,0.02,70.03,2.6449829,0.032846,0.0124182,26.12,0.78,0.01,26.48
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",69.57,1.97,0.02,70.52,2.6503723,0.033171,0.0125156,26.25,0.74,0.01,26.61
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",60.11,1.58,0.01,61.13,2.6014111,0.030667,0.0117886,23.11,0.61,0.0,23.5
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",69.5,2.19,0.02,70.52,2.6858347,0.030584,0.0113871,25.88,0.82,0.01,26.26
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",72.35,1.94,0.02,73.3,2.6616209,0.031341,0.0117752,27.18,0.73,0.01,27.54
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",64.55,1.78,0.02,65.47,2.5941359,0.034204,0.0131851,24.88,0.69,0.01,25.24
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",70.91,2.13,0.01,71.86,2.6650999,0.030894,0.0115921,26.61,0.8,0.0,26.96
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",69.34,1.94,0.02,70.28,2.6567705,0.030691,0.011552,26.1,0.73,0.01,26.45
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.53,1.16,0.01,44.33,2.5970141,0.033455,0.0128821,16.76,0.45,0.0,17.07
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.84,1.15,0.01,45.64,2.5658425,0.054098,0.0210839,17.48,0.45,0.0,17.79
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.35,1.16,0.02,45.17,2.5909498,0.049888,0.0192547,17.12,0.45,0.01,17.43
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.8,1.14,0.01,44.59,2.5215454,0.033187,0.0131614,17.37,0.45,0.0,17.68
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",43.61,1.16,0.01,44.43,2.5883478,0.034424,0.0132996,16.85,0.45,0.0,17.17
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.02,1.15,0.02,44.81,2.5684552,0.032901,0.0128096,17.14,0.45,0.01,17.45
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 10, :n-relations 50, :n-queries 10, :password-work-factor 5",44.13,1.15,0.01,44.92,2.5523808,0.031592,0.0123775,17.29,0.45,0.0,17.6
