options: {:version :txact, :n-workers 1, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 10698.766 ms
options: {:version :txact, :n-workers 2, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 4508.037 ms
options: {:version :txact, :n-workers 4, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 2249.387 ms
options: {:version :txact, :n-workers 6, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1523.920 ms
options: {:version :txact, :n-workers 8, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 1063.000 ms
options: {:version :txact, :n-workers 10, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 733.470 ms
options: {:version :txact, :n-workers 12, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 777.050 ms
options: {:version :txact, :n-workers 14, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 626.500 ms
options: {:version :txact, :n-workers 16, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 627.066 ms
options: {:version :txact, :n-workers 18, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 588.512 ms
options: {:version :txact, :n-workers 20, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 599.837 ms
options: {:version :txact, :n-workers 22, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 644.062 ms
options: {:version :txact, :n-workers 24, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 617.137 ms
options: {:version :txact, :n-workers 26, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 652.449 ms
options: {:version :txact, :n-workers 28, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 634.256 ms
options: {:version :txact, :n-workers 30, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 663.148 ms
options: {:version :txact, :n-workers 32, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 705.834 ms
options: {:version :txact, :n-workers 34, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 682.744 ms
options: {:version :txact, :n-workers 36, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 658.693 ms
options: {:version :txact, :n-workers 38, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 664.209 ms
options: {:version :txact, :n-workers 40, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 607.676 ms
options: {:version :txact, :n-workers 42, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 648.318 ms
options: {:version :txact, :n-workers 44, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 617.271 ms
options: {:version :txact, :n-workers 46, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 622.008 ms
options: {:version :txact, :n-workers 48, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 659.291 ms
options: {:version :txact, :n-workers 50, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} Total execution time: 633.602 ms
options: {:version :txact, :n-workers 52, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 661.562 ms
options: {:version :txact, :n-workers 54, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 645.335 ms
options: {:version :txact, :n-workers 56, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 631.107 ms
options: {:version :txact, :n-workers 58, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 667.192 ms
options: {:version :txact, :n-workers 60, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 632.852 ms
options: {:version :txact, :n-workers 62, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 786.526 ms
options: {:version :txact, :n-workers 64, :n-secondary-workers 2, :n-reservations 1000, :n-relations 50, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 630.896 ms
